Title,???,Topic,???,Content,???,Course,???,Order,***
Positioning,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_11_Positioning.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_11_Positioning.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTVsmJM4FYr2Tk3A9tkxl_2M-QkhQQRqnfBjMrrorLMi1I7RWyeW4U0U9jGFHG8Ocg3Lb8R6jvn-r5m/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Here is the <a href=""https://codepen.io/hhar/pen/Exgzwjx"" target=""_blank"" rel=""noopener noreferrer"">codepen</a> with the sticky navigation example. Remember, there are two classes you could apply, 'sticky' and 'fixed', depending on if you have some elements before the navigation or not.

<a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/position"" target=""_blank"" rel=""noopener"">MDN on positioning</a>.
<h2>Your task</h2>
Check the <a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/position"" target=""_blank"" rel=""noopener"">MDN website</a> and in the codepen, create a fixed or sticky menu for your website.
<h2>Additional resources</h2>
<a href=""https://codepen.io/ellie_html/pen/vYNyWej"" target=""_blank"" rel=""noopener"">Weather app design</a> from Ellie and her <a href=""https://codepen.io/ellie_html/pens/public"" target=""_blank"" rel=""noopener"">other CSS art</a>.
<h2>Note</h2>
Internet is a wide space there are many browsers with various versions there. Some CSS or HTML features may not work for all of them but that could be also okay. This is also a case for value 'sticky'. If you want, <a href=""https://caniuse.com/?search=sticky"" target=""_blank"" rel=""noopener"">you can check which browsers support various attributes and values</a>.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,38,***
Layout,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_12_Layout.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_12_Layout.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQ6278xL0WOg7nKufeDAKtZzHTVY5iPvepcNfK8K-MadX7gwE_5UddTge1K8Se5NKM9lgFfvTRFeO25/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
In this <a href=""https://codepen.io/hhar/pen/qBqBBLR"" target=""_blank"" rel=""noopener noreferrer"">codepen</a> you can play with the display property. You have there three values 'inline-block', 'block' and 'inline'.

<a href=""https://www.w3schools.com/cssref/pr_class_display.asp"" target=""_blank"" rel=""noopener"">W3C on display property.</a>
<h2>Your task</h2>
Go through the questions in this presentation, answer them and draw a layout of your next website.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,39,***
Grid,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_13_Grid.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_13_Grid.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQ_OJqhvRk16-ISchamns3s5jeZ2Yw0qz6u5h0EEUcYbknh0E8rlCEmb0SBnONiKspxUarF6_S3nzOl/embed?start=false"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Here are the codepens from this video:
<ul>
 	<li><a href=""https://codepen.io/hhar/pen/ZEBYePp"" target=""_blank"" rel=""noopener"">Grid layout</a></li>
 	<li><a href=""https://codepen.io/hhar/pen/LYYNWrV"" target=""_blank"" rel=""noopener"">Use case - Team member boxes</a></li>
 	<li><a href=""https://codepen.io/hhar/pen/poooOeJ"" target=""_blank"" rel=""noopener"">Use case - Work description</a></li>
</ul>
<h2>Your tasks</h2>
<ol>
 	<li>To understand grid better and have fun, head over to <a href=""https://cssgridgarden.com/"" target=""_blank"" rel=""noopener"">Grid Garden game</a>.</li>
 	<li>Go through your layout for the website and identify, if there’s a need to use a grid.</li>
</ol>
<h2>Additional resources</h2>
Here are two articles which do a great job in explaining a grid layout and responsiveness:
<ul>
 	<li>
<p class=""post-full-title""><a href=""https://www.freecodecamp.org/news/learn-css-grid-in-5-minutes-f582e87b1228/"" target=""_blank"" rel=""noopener"">Learn CSS Grid in 5 minutes - A tutorial for beginners</a></p>
</li>
 	<li>
<p class=""post-full-title""><a href=""https://www.freecodecamp.org/news/how-to-make-your-html-responsive-by-adding-a-single-line-of-css-2a62de81e431/"" target=""_blank"" rel=""noopener"">How to make your HTML responsive by adding a single line of CSS</a></p>
</li>
</ul>
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,40,***
Flexbox,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_14_Flexbox.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_14_Flexbox.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRt9tC_cMnvO1sF1PMVCGjHP_4IRwJMEDyceiFlLqNERTyo_TDCBljud_IvDDr6-7MTpybpxzX7Ve1S/embed?start=false&amp;loop=false&amp;delayms=3000"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Here are the codepens from this video:
<ul>
 	<li><a href=""https://codepen.io/hhar/pen/ExNZweG?editors=1100"" target=""_blank"" rel=""noopener"">Flexbox exercise</a></li>
 	<li><a href=""https://codepen.io/hhar/pen/jOVLxqY?editors=1100"">Justify content</a></li>
 	<li><a href=""https://codepen.io/hhar/pen/rNWGdZY?editors=1100"" target=""_blank"" rel=""noopener"">Align items</a></li>
</ul>
<h2>Your tasks</h2>
<ol>
 	<li>A fun way how to understand flexbox better is to play the <a href=""http://flexboxfroggy.com/"">Flexbox Froggy</a></li>
 	<li>Identify if there are some layout elements where you’d use flexbox.</li>
</ol>
<h2>Additional resources</h2>
Here's a <a href=""https://css-tricks.com/snippets/css/a-guide-to-flexbox/"" target=""_blank"" rel=""noopener"">guide to Flexbox</a> and an article about <a href=""https://developer.mozilla.org/en-US/docs/Learn/CSS/CSS_layout/Flexbox"">Flexbox on MDN.</a>

If you'd be interested more about browser compatibility, here are selected resources:
<ul>
 	<li><a href=""https://caniuse.com/flexbox"">Check which browsers and their versions support flexbox</a></li>
 	<li><a href=""https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Flexible_Box_Layout/Backwards_Compatibility_of_Flexbox"">Read about browser compatibility</a></li>
 	<li><a href=""https://github.com/philipwalton/flexbugs"">Current issues and workarounds</a></li>
</ul>
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,41,***
Centering an element,???,Diving deeper ,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_15_Centering.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-2/WD2_15_Centering.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQbKKwtdux2YmI2K-ilRRp45DUb7okSlv1iADISp7VEqNRS3UlzqI4g4dmFfY7fyYddadZKDEAuDwFZ/embed?start=false&amp;loop=false&amp;delayms=3000"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Here are <a href=""https://codepen.io/hhar/pen/mdOxrxv?editors=1100"" target=""_blank"" rel=""noopener"">the codepen from this video.</a>
<h2>Your tasks</h2>
<ol>
 	<li>Which approach would you use for the different elements of your design?</li>
 	<li>Celebrate your big milestone, you just made it through the first two parts of the course! Let's get ready to build our next website ;)</li>
</ol>
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a> or write your question down here:

<iframe src=""https://docs.google.com/forms/d/e/1FAIpQLSevsd8ewW3D4lVjL6oD7RXhAN9gLxGZGmGWJSkjKQdEdp6K9Q/viewform?embedded=true"" width=""640"" height=""716"" frameborder=""0"" marginwidth=""0"" marginheight=""0"">Loading…</iframe>",???,web,???,42,***
Bootstrap - Introduction,???,Bootstrap,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_01_Introduction_Bootstrap.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_01_Introduction_Bootstrap.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSVAJgdbVhLs-5rfLo9zDLM1tNYGQ246yfZMv3sNNbDG0R6Cqy9HcXyWM3HoY_BRMRz4eLKHjdeJOWb/embed?start=false&amp;loop=false&amp;delayms=3000"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Here's the link to <a href=""https://getbootstrap.com/"" target=""_blank"" rel=""noopener"">Bootstrap</a>.
<h2>Your tasks</h2>
<ol>
 	<li>Go to the bootstrap website and look at some <a href=""https://getbootstrap.com/docs/5.0/components"" target=""_blank"" rel=""noopener"">components</a>.</li>
 	<li>Create a new index.html file with the <a href=""https://getbootstrap.com/docs/5.0/getting-started/introduction/#starter-template"" target=""_blank"" rel=""noopener"">Bootstrap boilerplate</a>, as we did in the video.</li>
</ol>
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a>.",???,web,???,43,***
Containers and Layout,???,Bootstrap,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_02_Containers_and_Layout.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_02_Containers_and_Layout.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vT_d_q23qZW8L33APNLGYJj5VEf3HCRevCV64sG_HZEL0htaMxoYsNgmFhr3HM6fQXxjYpgb45A8mMw/embed?start=false&amp;loop=false&amp;delayms=3000"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Link to the <a href=""https://www.codeply.com/p/CvWVvxcDjk"" target=""_blank"" rel=""noopener"">Codeply</a> from the video.
<h2>Your tasks</h2>
<ol>
 	<li>Go to <a href=""https://www.codeply.com"" target=""_blank"" rel=""noopener"">Codeply</a> and create various layouts with the <a href=""https://getbootstrap.com/docs/5.0/layout/grid/"" target=""_blank"" rel=""noopener"">bootstrap grid system</a>. Use breakpoints for different screens.</li>
 	<li>Add Bootstrap containers (fluid a with fixed with) to the new bootstrap playground website, as I did in the video.</li>
</ol>
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a>.",???,web,???,44,***
Buttons,???,Bootstrap,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_03_Buttons.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_03_Buttons.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vTo9MM2RNtmznJHnqvOFcXTlNAkuhwtoxNa3kAcjsb0r-ZqafFsp_cuZmznsuBM0LmqYWLIj4JOMUap/embed?start=false&amp;loop=false&amp;delayms=3000"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
Bootstrap <a href=""https://getbootstrap.com/docs/5.0/components/buttons/"" target=""_blank"" rel=""noopener"">buttons documentation</a>.
<h2>Your tasks</h2>
<ol>
 	<li>Let’s go to your website and let’s add some buttons.</li>
 	<li>Combine the Bootstrap classes with your own classes to style the buttons.</li>
</ol>
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a>.",???,web,???,45,***
Hero part,???,Bootstrap,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_04_Jumbotron.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_04_Jumbotron.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vSvTHMfyjZFhbiPkHDe3WnFImBVg4bjwQfYzM43AeDQkjobUaR3_jwFc4-xEU2txNcZpzfJl-6EGJdG/embed?start=false&amp;loop=false&amp;delayms=3000"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>
<h2>Resources</h2>
<ul>
 	<li><a href=""https://getbootstrap.com/docs/5.0/utilities/flex/"" target=""_blank"" rel=""noopener"">Flexbox classes</a></li>
 	<li><a href=""https://getbootstrap.com/docs/5.0/utilities/sizing/"" target=""_blank"" rel=""noopener"">Sizing with Bootstrap</a></li>
</ul>
<h2>Your tasks</h2>
<ol>
 	<li>Draw the hero part of your website. Which elements will there be, how will they be positioned?</li>
 	<li>Add that hero part to your website. Which classes do you need? Do you need flexbox or just center the text?</li>
</ol>
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a>.",???,web,???,46,***
Navigation,???,Bootstrap,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_05_Navbar.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_05_Navbar.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vRMtwa8XX4-GhG-8gcpz0dYlVX3Ehr8GAtJ87WAEToWXJ-ISZOrOXrSoBVEzQcYfGVLpMhzlqn3EP_8/embed?start=false&amp;loop=false&amp;delayms=3000"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span></iframe>
<h2>Resources</h2>
<ul>
 	<li><a href=""https://getbootstrap.com/docs/5.0/components/navs-tabs/"" target=""_blank"" rel=""noopener"">Navs</a></li>
 	<li><a href=""https://getbootstrap.com/docs/5.0/components/navbar/"" target=""_blank"" rel=""noopener"">Navbar</a></li>
 	<li aria-level=""1""><a href=""https://getbootstrap.com/docs/5.0/components/navbar/#color-schemes"">Color schemes</a></li>
 	<li aria-level=""1""><a href=""https://getbootstrap.com/docs/5.0/components/navbar/#responsive-behaviors"">Collapsing the navbar</a></li>
 	<li aria-level=""1""><a href=""https://getbootstrap.com/docs/5.0/components/navbar/#supported-content"">Dropdown</a></li>
 	<li aria-level=""1""><a href=""https://getbootstrap.com/docs/5.0/components/navbar/#placement"">Fixing to top or bottom</a></li>
</ul>
<h2>Your tasks</h2>
Let’s go to your website and add a navbar you like. Does it have a dropdown? Toggle?
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a>.",???,web,???,47,***
Images,???,Bootstrap,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_06_Images.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_06_Images.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vR4FY3D1BfhF_gufnH4LwqNUAKKzdIszkX6P3fGILdhDbbgWCuR1lQWdYGMvP3BR4-sIYg9ZlK3xLeo/embed?start=false&amp;loop=false&amp;delayms=3000"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span></iframe>
<h2>Resources</h2>
<ul>
 	<li><a href=""https://getbootstrap.com/docs/5.0/content/images/"" target=""_blank"" rel=""noopener"">Images</a></li>
 	<li><a href=""https://getbootstrap.com/docs/5.0/utilities/borders/"" target=""_blank"" rel=""noopener"">Borders</a></li>
</ul>
<h2>Your tasks</h2>
Add a full-width image, smaller images and use different borders/border-radius.
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a>.",???,web,???,48,***
Cards and Carrousels,???,Bootstrap,???,"<h2>Video</h2>
<video class=""course-video"" controls=""controls"" width=""300"" height=""150""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span>
<source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_07_Cards_Carrousel.mov"" type=""video/quicktime"" />
<span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span><source src=""https://mltcwebdev.s3-eu-west-1.amazonaws.com/web-dev-3/WD3_07_Cards_Carrousel.mp4"" type=""video/mp4"" /><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_end"">﻿</span>
</video>
<h2>Presentation</h2>
<iframe src=""https://docs.google.com/presentation/d/e/2PACX-1vQPmH0Ps5zq8-JnaXXnRlGouBTwNQNaPyyR1CIhLwk-nQICTW-bfsgIvZF0VaSfGthp-btFcKn6iBzI/embed?start=false&amp;loop=false&amp;delayms=3000"" width=""600"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""><span style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" data-mce-type=""bookmark"" class=""mce_SELRES_start"">﻿</span></iframe>
<h2>Resources</h2>
<ul>
 	<li><a href=""https://getbootstrap.com/docs/5.0/components/card/"" target=""_blank"" rel=""noopener"">Cards</a></li>
 	<li><a href=""https://getbootstrap.com/docs/5.0/components/carousel/"" target=""_blank"" rel=""noopener"">Carousel</a></li>
</ul>
<h2>Your tasks</h2>
<ol>
 	<li>Add a two different types of cards to your bootstrap website</li>
 	<li>Add carousel - slider which fits your needs</li>
</ol>
<h2>Questions?</h2>
Ask on <a href=""https://app.slack.com/client/TP3DU1WRZ/G01CZERLTAT"" target=""_blank"" rel=""noopener noreferrer"">Slack</a>.",???,web,???,49,***